x,y
1996.0833333,24.76
1996.1666667,25.98
1996.25,25.63
1996.3333333,25.42
1996.4166667,25.81
1996.5,25.97
1996.5833333,24.86
1996.6666667,25.41
1996.75,25.68
1996.8333333,26.48
1996.9166667,27.59
1997,27.72
1997.0833333,28.33
1997.1666667,29.27
1997.25,28.8
1997.3333333,27.59
1997.4166667,29.93
1997.5,31.26
1997.5833333,32.77
1997.6666667,32.59
1997.75,32.67
1997.8333333,32.9
1997.9166667,32.34
1998,33.03
1998.0833333,32.86
1998.1666667,34.71
1998.25,36.3
1998.3333333,37.28
1998.4166667,36.96
1998.5,36.8
1998.5833333,38.26
1998.6666667,35.42
1998.75,33.53
1998.8333333,33.77
1998.9166667,37.37
1999,38.82
1999.0833333,40.58
1999.1666667,40.4
1999.25,41.36
1999.3333333,42.7
1999.4166667,42.56
1999.5,42.18
1999.5833333,43.83
1999.6666667,41.93
1999.75,41.32
1999.8333333,40.55
1999.9166667,43.21
2000,44.2
2000.0833333,43.77
2000.1666667,42.19
2000.25,43.22
2000.3333333,43.53
2000.4166667,41.97
2000.5,42.78
2000.5833333,42.76
2000.6666667,42.87
2000.75,41.9
2000.8333333,39.37
2000.9166667,38.78
2001,37.27
2001.0833333,36.98
2001.1666667,35.83
2001.25,32.33
2001.3333333,32.17
2001.4166667,34.07
2001.5,33.07
2001.5833333,32.16
2001.6666667,31.4
2001.75,27.67
2001.8333333,28.58
2001.9166667,30.01
2002,30.5
2002.0833333,30.28
2002.1666667,29.09
2002.25,30.29
2002.3333333,29.01
2002.4166667,28.13
2002.5,26.39
2002.5833333,23.46
2002.6666667,23.59
2002.75,22.37
2002.8333333,21.96
2002.9166667,23.35
2003,23.1
2003.0833333,22.9
2003.1666667,21.21
2003.25,21.31
2003.3333333,22.43
2003.4166667,23.59
2003.5,24.83
2003.5833333,24.87
2003.6666667,24.64
2003.75,25.24
2003.8333333,25.68
2003.9166667,25.95
2004,26.64
2004.0833333,27.66
2004.1666667,27.65
2004.25,26.89
2004.3333333,26.9
2004.4166667,25.9
2004.5,26.4
2004.5833333,25.7
2004.6666667,25.17
2004.75,25.67
2004.8333333,25.41
2004.9166667,26.47
2005,27.14
2005.0833333,26.59
2005.1666667,26.74
2005.25,26.34
2005.3333333,25.41
2005.4166667,25.65
2005.5,26.07
2005.5833333,26.29
2005.6666667,26.1
2005.75,25.73
2005.8333333,24.88
2005.9166667,25.93
2006,26.44
2006.0833333,26.47
2006.1666667,26.25
2006.25,26.33
2006.3333333,26.15
2006.4166667,25.65
2006.5,24.75
2006.5833333,24.7
2006.6666667,25.05
2006.75,25.64
2006.8333333,26.54
2006.9166667,26.93
2007,27.28
2007.0833333,27.21
2007.1666667,27.32
2007.25,26.23
2007.3333333,26.98
2007.4166667,27.55
2007.5,27.42
2007.5833333,27.41
2007.6666667,26.15
2007.75,26.73
2007.8333333,27.32
2007.9166667,25.73
2008,25.96
2008.0833333,24.02
2008.1666667,23.5
2008.25,22.61
2008.3333333,23.36
2008.4166667,23.7
2008.5,22.42
2008.5833333,20.91
2008.6666667,21.4
2008.75,20.36
2008.8333333,16.39
2008.9166667,15.26
2009,15.38
2009.0833333,15.17
2009.1666667,14.12
2009.25,13.32
2009.3333333,14.98
2009.4166667,16
2009.5,16.38
2009.5833333,16.69
2009.6666667,18.09
2009.75,18.83
2009.8333333,19.36
2009.9166667,19.81
2010,20.32
2010.0833333,20.53
2010.1666667,19.92
2010.25,21
2010.3333333,21.8
2010.4166667,20.48
2010.5,19.74
2010.5833333,19.67
2010.6666667,19.77
2010.75,20.38
2010.8333333,21.24
2010.9166667,21.7
2011,22.4
2011.0833333,22.98
2011.1666667,23.49
2011.25,22.9
2011.3333333,23.14
2011.4166667,23.06
2011.5,22.1
2011.5833333,22.61
2011.6666667,20.05
2011.75,19.7
2011.8333333,20.16
2011.9166667,20.35
2012,20.52
2012.0833333,21.21
2012.1666667,21.8
2012.25,22.05
2012.3333333,21.78
2012.4166667,20.94
2012.5,20.55
2012.5833333,21
2012.6666667,21.41
2012.75,21.78
2012.8333333,21.58
2012.9166667,20.9
2013,21.24
2013.0833333,21.9
2013.1666667,22.05
2013.25,22.42
2013.3333333,22.6
2013.4166667,23.41
2013.5,22.93
2013.5833333,23.49
2013.6666667,23.36
2013.75,23.44
2013.8333333,23.83
2013.9166667,24.64
2014,24.86
2014.0833333,24.86
2014.1666667,24.59
2014.25,24.96
2014.3333333,24.79
2014.4166667,24.94
2014.5,25.56
2014.5833333,25.82
2014.6666667,25.62
2014.75,25.92
2014.8333333,25.16
2014.9166667,26.61
2015,26.79
2015.0833333,26.49
2015.1666667,27
2015.25,26.73
2015.3333333,26.79
2015.4166667,26.81
2015.5,26.5
2015.5833333,26.38
2015.6666667,25.69
2015.75,24.5
2015.8333333,25.49
2015.9166667,26.23
2016,25.97
2016.0833333,24.21
2016.1666667,24
2016.25,25.37
2016.3333333,25.92
2016.4166667,25.69
2016.5,25.84
2016.5833333,26.69
2016.6666667,26.95
2016.75,26.73
2016.8333333,26.53
2016.9166667,26.85
2017,27.87
2017.0833333,28.06
2017.1666667,28.66
2017.25,29.09
2017.3333333,28.9
2017.4166667,29.31
2017.5,29.75
2017.5833333,30
2017.6666667,29.91
2017.75,30.17
2017.8333333,30.92
2017.9166667,31.3
2018,32.09
2018.0833333,33.31
2018.1666667,32.04
2018.25,31.81
2018.3333333,30.97
2018.4166667,31.24
2018.5,31.63
2018.5833333,31.89
2018.6666667,32.39
2018.75,32.62
2018.8333333,31.04
2018.9166667,30.31
2019,28.5
2019.0833333,28.75
2019.1666667,29.72
